name,meal_type,diet_type,calories,protein,fats,carbs,fiber,sugar,iron,sodium,cholesterol,recipe_link
Thai-Style Mussels,snack,"gluten free, dairy free, paleolithic, primal, pescatarian",207.76,21.02,8.6,8.72,0.0,0.31,7.17,498.66,48.58,https://spoonacular.com/recipes/Thai-Style-Mussels-663177
Miso Soup With Thin Noodles,snack,"dairy free, lacto ovo vegetarian, vegan",114.1,5.28,1.57,20.86,3.24,3.15,1.96,74.86,0.0,https://spoonacular.com/recipes/Miso-Soup-With-Thin-Noodles-652078
Okra Tomato Salad,snack,"gluten free, dairy free, paleolithic, lacto ovo vegetarian, primal, whole 30, vegan",100.86,4.12,0.6,21.51,6.05,11.35,1.51,218.71,0.0,https://spoonacular.com/recipes/Okra-Tomato-Salad-653549
Veggie-Quinoa Stuffed Chilis,snack,"gluten free, lacto ovo vegetarian",259.96,7.76,7.75,43.95,7.08,13.39,2.95,385.92,0.59,https://spoonacular.com/recipes/Veggie-Quinoa-Stuffed-Chilis-664754
Mushroom Hummus Crostini,snack,"dairy free, lacto ovo vegetarian, vegan",450.17,20.54,10.35,72.38,8.43,8.03,6.45,997.99,0.0,https://spoonacular.com/recipes/Mushroom-Hummus-Crostini-1095745
"Summer Kale, Orange & Pomegranate Salad with Moscato Dressing",snack,"gluten free, dairy free, lacto ovo vegetarian, vegan",164.92,3.68,10.21,13.9,3.65,7.13,1.58,26.8,0.0,"https://spoonacular.com/recipes/Summer-Kale,-Orange-&-Pomegranate-Salad-with-Moscato-Dressing-662231"
Mussels With Tomatoes and Fennel,snack,"gluten free, dairy free, pescatarian",685.38,38.32,28.48,52.79,12.37,24.21,14.97,1051.32,71.4,https://spoonacular.com/recipes/Mussels-With-Tomatoes-and-Fennel-652775
Roma Tomato Bruschetta,snack,"dairy free, lacto ovo vegetarian, vegan",445.71,12.75,16.9,62.82,5.28,12.19,4.75,807.22,0.0,https://spoonacular.com/recipes/Roma-Tomato-Bruschetta-658753
Venison Sliders,snack,dairy free,550.85,58.05,10.04,57.53,5.65,7.78,10.12,674.81,0.0,https://spoonacular.com/recipes/Venison-Sliders-664785
Whole Wheat Spaghetti with Basil Avocado Pesto,snack,"dairy free, lacto ovo vegetarian, vegan",285.71,10.55,8.07,47.77,2.08,0.68,2.95,153.66,0.0,https://spoonacular.com/recipes/Whole-Wheat-Spaghetti-with-Basil-Avocado-Pesto-1095750
Roast Cauliflower Salad with Green Beans and Cherry Tomatoes,snack,"gluten free, dairy free, paleolithic, lacto ovo vegetarian, primal, whole 30, vegan",188.88,6.46,11.31,20.39,7.29,9.85,2.49,239.61,0.0,https://spoonacular.com/recipes/Roast-Cauliflower-Salad-with-Green-Beans-and-Cherry-Tomatoes-658414
"Tomato, Cucumber & Onion Salad with Feta Cheese: Real Convenience Food",snack,"gluten free, lacto ovo vegetarian, primal",252.14,7.68,15.81,22.43,4.76,13.43,1.42,538.99,25.23,"https://spoonacular.com/recipes/Tomato,-Cucumber-&-Onion-Salad-with-Feta-Cheese:-Real-Convenience-Food-716416"
Ginger Lentils With Carrots and Fresh Herbs,snack,"gluten free, dairy free, lacto ovo vegetarian",161.8,8.97,3.08,25.83,11.45,4.37,3.28,207.49,0.0,https://spoonacular.com/recipes/Ginger-Lentils-With-Carrots-and-Fresh-Herbs-644593
Spinach N Walnut Stuffed Mushrooms,snack,"gluten free, primal",149.5,5.63,11.85,8.62,2.97,3.54,1.48,233.3,2.46,https://spoonacular.com/recipes/Spinach-N-Walnut-Stuffed-Mushrooms-661322
Cavatelli With Red and Green Chard,snack,dairy free,313.78,9.76,8.34,50.04,3.18,3.33,1.89,140.67,0.6,https://spoonacular.com/recipes/Cavatelli-With-Red-and-Green-Chard-637327
Mango Salsa,snack,"gluten free, dairy free, lacto ovo vegetarian, vegan",297.68,5.29,1.95,73.9,9.51,63.84,1.65,16.94,0.0,https://spoonacular.com/recipes/Mango-Salsa-716290
Carrot and Coriander Soup,snack,"gluten free, dairy free, paleolithic, lacto ovo vegetarian, primal, whole 30, vegan",353.62,5.38,15.47,53.42,13.25,27.23,1.93,464.34,0.0,https://spoonacular.com/recipes/Carrot-and-Coriander-Soup-637164
"Watermelon, Zucchini, Carrot Salad",snack,"gluten free, dairy free, paleolithic, lacto ovo vegetarian, primal, whole 30, vegan",69.84,2.28,0.58,16.28,3.44,10.21,1.01,49.63,0.0,"https://spoonacular.com/recipes/Watermelon,-Zucchini,-Carrot-Salad-665043"
Colorful Red Quinoa Not So Tabbouleh Salad,snack,"gluten free, dairy free, lacto ovo vegetarian, vegan",283.32,7.59,13.64,34.16,6.06,1.37,3.46,601.59,0.0,https://spoonacular.com/recipes/Colorful-Red-Quinoa-Not-So-Tabbouleh-Salad-639950
Spring Salad with Walnut Vinaigrette,snack,"gluten free, dairy free, paleolithic, lacto ovo vegetarian, primal",603.98,8.73,47.5,43.22,11.33,24.94,3.02,160.99,0.0,https://spoonacular.com/recipes/Spring-Salad-with-Walnut-Vinaigrette-661433
Avocado and Orange Salad With Orange-Ginger Dressing,snack,"gluten free, dairy free, lacto ovo vegetarian, vegan",501.49,5.63,40.33,39.22,17.06,17.9,1.45,209.59,0.0,https://spoonacular.com/recipes/Avocado-and-Orange-Salad-With-Orange-Ginger-Dressing-633126
Splendid Texas Caviar,snack,"gluten free, dairy free, lacto ovo vegetarian, vegan",179.64,11.27,1.07,32.35,9.59,6.43,3.68,149.68,0.0,https://spoonacular.com/recipes/Splendid-Texas-Caviar-661386
"Fruit and Spinach Salad with ""Xocai Activ"" Vinaigrette",snack,"gluten free, dairy free, paleolithic, lacto ovo vegetarian, primal, vegan",108.88,2.53,8.1,8.47,2.55,4.29,1.54,36.66,0.03,"https://spoonacular.com/recipes/Fruit-and-Spinach-Salad-with-""Xocai-Activ""-Vinaigrette-643945"
Warm Quinoa Spinach and Shiitake Salad,snack,"gluten free, lacto ovo vegetarian, primal",226.31,5.55,15.81,18.38,2.77,2.78,1.93,408.78,6.36,https://spoonacular.com/recipes/Warm-Quinoa-Spinach-and-Shiitake-Salad-664969
Quinoa Stuffed Mushrooms,snack,"gluten free, dairy free, lacto ovo vegetarian, vegan",577.21,21.67,20.56,81.77,14.56,14.18,6.0,1208.23,0.0,https://spoonacular.com/recipes/Quinoa-Stuffed-Mushrooms-657682
Chavrie Stuffed Grape Leaves,snack,"gluten free, lacto ovo vegetarian",81.61,2.78,3.24,12.21,4.59,3.29,1.16,5.6,0.04,https://spoonacular.com/recipes/Chavrie-Stuffed-Grape-Leaves-637482
Asian Green Pea Soup,snack,"gluten free, lacto ovo vegetarian, primal",273.33,9.59,15.66,25.23,8.56,9.87,2.96,217.21,3.66,https://spoonacular.com/recipes/Asian-Green-Pea-Soup-632835
Curry Mussels,snack,"gluten free, primal, pescatarian",742.88,63.69,33.23,31.75,2.27,5.75,21.65,1684.12,185.82,https://spoonacular.com/recipes/Curry-Mussels-641128
Spinach and potato soup,snack,"gluten free, lacto ovo vegetarian",266.61,10.54,10.24,36.42,6.02,4.7,3.91,680.77,30.26,https://spoonacular.com/recipes/Spinach-and-potato-soup-661260
Black Bean and Peppers Taco Filling,snack,"gluten free, dairy free, lacto ovo vegetarian, vegan",117.92,5.25,3.27,19.44,6.49,6.16,2.71,332.02,0.0,https://spoonacular.com/recipes/Black-Bean-and-Peppers-Taco-Filling-635058
Knock-Your-Socks-Off Guacamole,snack,"gluten free, dairy free, paleolithic, lacto ovo vegetarian, primal, whole 30, vegan",462.97,4.55,43.62,21.58,14.17,3.03,1.36,17.45,0.0,https://spoonacular.com/recipes/Knock-Your-Socks-Off-Guacamole-1697763
African Bean Soup,snack,"gluten free, dairy free, lacto ovo vegetarian, vegan",189.21,9.58,4.78,29.37,8.74,8.45,2.66,521.74,0.0,https://spoonacular.com/recipes/African-Bean-Soup-632003
Smokey Rainbow Chili,snack,"gluten free, dairy free, lacto ovo vegetarian, vegan",218.08,9.43,5.18,36.47,9.46,8.14,3.9,683.14,0.0,https://spoonacular.com/recipes/Smokey-Rainbow-Chili-660395
Sweet Pepper and Heirloom Tomato Gazpacho,snack,"gluten free, dairy free, paleolithic, lacto ovo vegetarian, primal, whole 30, vegan",168.9,2.35,14.0,10.44,3.19,5.14,1.65,211.11,0.0,https://spoonacular.com/recipes/Sweet-Pepper-and-Heirloom-Tomato-Gazpacho-662542
Skye Gyngell's Anchovy and Walnut Sauce,snack,"gluten free, dairy free, paleolithic, primal, whole 30, pescatarian",57.92,2.02,5.1,2.18,0.99,0.32,1.18,10.34,1.2,https://spoonacular.com/recipes/Skye-Gyngell's-Anchovy-and-Walnut-Sauce-660237
Spring Vegetables Soup,snack,"gluten free, dairy free, lacto ovo vegetarian, vegan",210.31,5.1,6.15,35.01,6.22,5.21,1.72,382.83,0.0,https://spoonacular.com/recipes/Spring-Vegetables-Soup-1095883
Creamy Ratatouille Over Penne,snack,lacto ovo vegetarian,308.03,8.95,11.93,44.12,7.29,10.39,3.89,208.37,7.5,https://spoonacular.com/recipes/Creamy-Ratatouille-Over-Penne-640693
"Watermelon, Feta And Mint Salad",snack,"gluten free, lacto ovo vegetarian, primal",250.18,7.65,17.93,17.77,3.14,11.73,1.48,644.98,33.52,"https://spoonacular.com/recipes/Watermelon,-Feta-And-Mint-Salad-665041"
Japanese Sushi,snack,"gluten free, dairy free, pescatarian",570.85,69.89,12.73,38.42,1.5,0.05,5.07,457.5,160.53,https://spoonacular.com/recipes/Japanese-Sushi-648506
Fresh Green Bean and Tomato Salad with Creamy Garlic Dressing,snack,"gluten free, dairy free, paleolithic, lacto ovo vegetarian, primal, whole 30, vegan",196.31,6.1,11.76,21.48,8.25,9.88,3.07,771.01,0.0,https://spoonacular.com/recipes/Fresh-Green-Bean-and-Tomato-Salad-with-Creamy-Garlic-Dressing-643505
Butternut Squash and Tahini Soup,snack,"gluten free, dairy free, lacto ovo vegetarian, vegan",296.24,11.44,5.84,53.35,15.24,10.0,4.18,1058.36,0.0,https://spoonacular.com/recipes/Butternut-Squash-and-Tahini-Soup-636579
Monastery soup,snack,"gluten free, dairy free, lacto ovo vegetarian, vegan",292.59,6.97,7.51,51.59,7.84,8.46,2.6,1247.0,0.0,https://spoonacular.com/recipes/Monastery-soup-652332
Veg Hakka Noodles,snack,dairy free,337.83,8.14,15.02,43.94,4.53,6.48,1.55,379.37,0.0,https://spoonacular.com/recipes/Veg-Hakka-Noodles-1681407
Butternut Squash and Black Bean Chili with Bulgar,snack,"dairy free, lacto ovo vegetarian, vegan",230.94,8.86,3.28,45.28,11.72,6.23,3.53,640.21,0.0,https://spoonacular.com/recipes/Butternut-Squash-and-Black-Bean-Chili-with-Bulgar-636573
Spring Salad with Radishes and Beets,snack,"gluten free, lacto ovo vegetarian, primal",368.03,7.86,28.07,26.42,10.56,13.42,2.91,532.37,15.13,https://spoonacular.com/recipes/Spring-Salad-with-Radishes-and-Beets-661431
Quinoa Tabbouleh Salad,snack,"gluten free, dairy free, lacto ovo vegetarian, vegan",135.89,3.53,6.65,16.18,2.18,1.0,1.34,7.49,0.0,https://spoonacular.com/recipes/Quinoa-Tabbouleh-Salad-657686
Orange Cashew Salad,snack,"gluten free, dairy free, paleolithic, lacto ovo vegetarian, primal, whole 30, vegan",142.8,4.49,7.69,17.0,3.59,9.66,2.05,200.24,0.0,https://spoonacular.com/recipes/Orange-Cashew-Salad-653824
Mediterranean Herb Dip,snack,gluten free,445.49,16.78,27.61,41.31,8.27,23.62,6.66,1736.84,82.5,https://spoonacular.com/recipes/Mediterranean-Herb-Dip-651409
Pesto Zucchini Pasta (Whole 30 Approved),snack,"gluten free, dairy free, paleolithic, lacto ovo vegetarian, primal, whole 30, vegan",188.51,5.09,15.61,11.25,3.5,7.25,2.11,313.03,0.0,https://spoonacular.com/recipes/Pesto-Zucchini-Pasta-(Whole-30-Approved)-1096227
Cod and Potato Oreganata,snack,"dairy free, pescatarian",463.2,11.55,13.12,78.21,9.29,7.65,4.57,620.77,0.84,https://spoonacular.com/recipes/Cod-and-Potato-Oreganata-639840
"Sweet Potato, Kale & White Bean Soup",snack,"gluten free, dairy free, lacto ovo vegetarian, vegan",261.23,9.94,4.38,42.16,8.85,6.42,4.4,1002.72,0.0,"https://spoonacular.com/recipes/Sweet-Potato,-Kale-&-White-Bean-Soup-662604"
Fresh Tomato Risotto with Grilled Green Vegetables,snack,"gluten free, dairy free, lacto ovo vegetarian, vegan",295.53,8.88,1.11,61.35,7.56,11.61,3.73,971.41,0.0,https://spoonacular.com/recipes/Fresh-Tomato-Risotto-with-Grilled-Green-Vegetables-1095751
Raw Kale Salad,snack,"gluten free, dairy free, paleolithic, lacto ovo vegetarian, primal, vegan",139.95,3.13,10.05,11.87,4.59,3.4,1.84,517.01,0.0,https://spoonacular.com/recipes/Raw-Kale-Salad-657981
Massaged Kale Salad with Pine Nuts & Dried Cranberries,snack,"gluten free, primal",364.59,5.08,33.61,15.22,4.79,8.18,2.77,549.71,2.83,https://spoonacular.com/recipes/Massaged-Kale-Salad-with-Pine-Nuts-&-Dried-Cranberries-1096040
Mexican Quinoa Bowl,snack,"gluten free, dairy free, lacto ovo vegetarian",221.5,10.11,7.26,31.3,9.9,1.22,2.66,138.17,0.0,https://spoonacular.com/recipes/Mexican-Quinoa-Bowl-1646941
Barley salad with vegetables,snack,"gluten free, dairy free, paleolithic, lacto ovo vegetarian, primal, whole 30, vegan",346.52,9.25,15.92,50.48,20.07,30.73,3.56,113207.64,0.0,https://spoonacular.com/recipes/Barley-salad-with-vegetables-634342
Middle Eastern Chopped Salad,snack,"gluten free, dairy free, paleolithic, lacto ovo vegetarian, primal, whole 30, vegan",179.79,3.21,17.14,6.81,2.39,2.0,1.7,402.5,0.0,https://spoonacular.com/recipes/Middle-Eastern-Chopped-Salad-651823
The Perfect Butter Beans Stew,snack,"gluten free, dairy free, lacto ovo vegetarian, vegan",146.63,7.8,3.14,23.79,7.49,4.23,3.23,200.04,0.0,https://spoonacular.com/recipes/The-Perfect-Butter-Beans-Stew-663314
Raspberry Arugula Side Salad,snack,"gluten free, dairy free, paleolithic, lacto ovo vegetarian, primal, fodmap friendly, whole 30, vegan, ketogenic",142.06,2.72,11.93,8.41,3.95,3.76,1.59,657.4,0.0,https://spoonacular.com/recipes/Raspberry-Arugula-Side-Salad-1095693
Lemon Vegetable Soup,snack,"gluten free, dairy free, lacto ovo vegetarian, vegan",203.37,10.18,1.03,41.3,9.77,6.72,4.55,1457.21,0.0,https://spoonacular.com/recipes/Lemon-Vegetable-Soup-649813
Cashew-Chili Portabello,snack,"gluten free, dairy free, lacto ovo vegetarian, vegan",460.82,11.79,23.85,54.23,4.79,5.69,3.6,216.16,0.0,https://spoonacular.com/recipes/Cashew-Chili-Portabello-637265
Falafels With Tahini Sauce,snack,"dairy free, lacto ovo vegetarian, vegan",359.76,11.44,24.48,31.0,5.63,2.65,4.19,794.2,0.0,https://spoonacular.com/recipes/Falafels-With-Tahini-Sauce-642546
Salsa Verde By Mommie Cooks,snack,"gluten free, dairy free, paleolithic, lacto ovo vegetarian, primal, whole 30, vegan",146.52,4.4,4.39,27.3,8.5,17.13,3.12,431.17,0.0,https://spoonacular.com/recipes/Salsa-Verde-By-Mommie-Cooks-659174
"Crockpot ""Refried"" Beans",snack,"gluten free, dairy free, lacto ovo vegetarian, vegan",89.06,5.4,0.45,16.59,5.36,0.62,1.42,445.15,0.0,"https://spoonacular.com/recipes/Crockpot-""Refried""-Beans-775585"
Colorful and Crunchy Pomegranate and Spinach Side Salad,snack,"gluten free, dairy free, paleolithic, lacto ovo vegetarian, primal",115.92,2.82,6.66,13.11,3.14,8.74,1.31,242.18,0.0,https://spoonacular.com/recipes/Colorful-and-Crunchy-Pomegranate-and-Spinach-Side-Salad-639948
Chile Underground's Texas Caviar,snack,"gluten free, dairy free, lacto ovo vegetarian, vegan",224.75,9.05,8.25,29.85,8.66,4.91,3.09,267.25,0.0,https://spoonacular.com/recipes/Chile-Underground's-Texas-Caviar-638533
Chunky Tomato Gazpacho,snack,"dairy free, lacto ovo vegetarian, vegan",340.0,7.37,21.67,34.83,12.05,9.59,2.66,873.01,0.0,https://spoonacular.com/recipes/Chunky-Tomato-Gazpacho-639388
Roasted Butternut Squash and Sage Dip,snack,"gluten free, primal, pescatarian",464.55,9.38,34.78,33.6,6.03,7.6,3.28,1283.98,15.45,https://spoonacular.com/recipes/Roasted-Butternut-Squash-and-Sage-Dip-658518
Asian Vegetable Salad,snack,"gluten free, dairy free, lacto ovo vegetarian, vegan",40.9,1.68,1.38,5.97,1.9,3.31,0.89,157.78,0.0,https://spoonacular.com/recipes/Asian-Vegetable-Salad-632896
Mango Blackberry Side Salad,snack,"gluten free, dairy free, paleolithic, lacto ovo vegetarian, primal, whole 30, vegan",101.51,2.14,0.84,24.44,6.39,18.4,0.83,2.75,0.0,https://spoonacular.com/recipes/Mango-Blackberry-Side-Salad-1096279
Meyer Lemon Scented Farro and Asparagus Salad,snack,"dairy free, lacto ovo vegetarian",222.01,5.24,11.74,27.09,5.99,6.01,3.52,221.15,0.0,https://spoonacular.com/recipes/Meyer-Lemon-Scented-Farro-and-Asparagus-Salad-651767
feta-stuffed mini pepper salad,snack,"gluten free, lacto ovo vegetarian, primal",423.83,8.96,37.41,17.33,5.7,9.88,2.33,778.76,33.64,https://spoonacular.com/recipes/feta-stuffed-mini-pepper-salad-642703
Slow Cooker Minestrone Soup,snack,dairy free,148.39,6.7,1.68,28.65,6.38,8.95,2.19,656.63,0.0,https://spoonacular.com/recipes/Slow-Cooker-Minestrone-Soup-660292
Zucchini Salad With Black Pepper Peanuts,snack,"gluten free, dairy free, paleolithic, lacto ovo vegetarian, primal",157.4,3.66,6.91,23.85,5.11,14.97,2.17,215.67,0.0,https://spoonacular.com/recipes/Zucchini-Salad-With-Black-Pepper-Peanuts-665786
Mussels Marinated In Oil and Herbs,snack,"gluten free, dairy free, paleolithic, primal, whole 30, pescatarian",158.85,4.67,14.88,1.95,0.0,0.17,1.69,110.26,10.71,https://spoonacular.com/recipes/Mussels-Marinated-In-Oil-and-Herbs-652759
Thai Green Mango Salad,snack,"gluten free, dairy free, paleolithic, primal, pescatarian",132.78,4.33,3.86,24.93,4.51,15.75,0.96,132.19,3.97,https://spoonacular.com/recipes/Thai-Green-Mango-Salad-663113
Funghetti Trifolati,snack,"gluten free, dairy free, paleolithic, lacto ovo vegetarian, primal, vegan",132.17,3.17,7.49,8.33,2.34,5.02,0.86,202.86,0.0,https://spoonacular.com/recipes/Funghetti-Trifolati-644094
Brown Rice Mushroom Pilaf,snack,"gluten free, dairy free, lacto ovo vegetarian, vegan",228.06,4.72,4.93,41.77,3.23,2.5,1.26,368.89,0.0,https://spoonacular.com/recipes/Brown-Rice-Mushroom-Pilaf-636292
Mediterranean Orzo Salad,snack,unknown,399.17,11.32,21.58,41.45,3.47,4.21,2.02,464.46,20.02,https://spoonacular.com/recipes/Mediterranean-Orzo-Salad-651426
Classic French Mussels,snack,"gluten free, primal, pescatarian",501.23,31.53,28.32,19.25,0.98,5.49,10.17,962.28,96.85,https://spoonacular.com/recipes/Classic-French-Mussels-639599
Beet and Blue Cheese Salad with Citrus Vinaigrette Dressing,snack,"gluten free, lacto ovo vegetarian, primal",237.91,7.22,14.47,23.66,4.32,16.21,1.6,594.14,13.29,https://spoonacular.com/recipes/Beet-and-Blue-Cheese-Salad-with-Citrus-Vinaigrette-Dressing-634767
Buffalo Ranch Chicken Dip,snack,"gluten free, ketogenic",798.62,40.38,65.83,10.88,0.56,6.42,1.84,2435.16,197.35,https://spoonacular.com/recipes/Buffalo-Ranch-Chicken-Dip-715432
Spicy Seasoned Loaded Guacamole,snack,"gluten free, dairy free, paleolithic, lacto ovo vegetarian, primal, whole 30, vegan",171.47,2.38,14.85,11.06,7.28,1.78,0.71,299.57,0.0,https://spoonacular.com/recipes/Spicy-Seasoned-Loaded-Guacamole-661188
Mussels In Ginger and Lemongrass Broth,snack,"gluten free, dairy free, paleolithic, primal, pescatarian",182.41,15.74,3.38,10.79,0.4,1.79,5.23,421.74,34.19,https://spoonacular.com/recipes/Mussels-In-Ginger-and-Lemongrass-Broth-652757
Smoky roasted tomato and red pepper soup,snack,"gluten free, dairy free, lacto ovo vegetarian, vegan",173.78,4.39,8.0,25.12,6.47,16.07,1.45,713.53,0.0,https://spoonacular.com/recipes/Smoky-roasted-tomato-and-red-pepper-soup-660410
Traditional Baked Mooncake,snack,dairy free,595.74,15.01,27.41,78.23,10.79,15.88,5.76,91.08,97.2,https://spoonacular.com/recipes/Traditional-Baked-Mooncake-663751
Zucchini Noodles with Pesto,snack,"gluten free, primal",524.6,5.82,55.8,4.99,2.19,0.87,1.48,235.89,1.7,https://spoonacular.com/recipes/Zucchini-Noodles-with-Pesto-795513
Roasted Fennel and Broccoli Soup,snack,"gluten free, lacto ovo vegetarian",192.62,8.96,9.66,19.46,4.04,9.1,1.84,528.85,11.49,https://spoonacular.com/recipes/Roasted-Fennel-and-Broccoli-Soup-658578
Roasted red peppers and tomatoes salad,snack,"gluten free, dairy free, paleolithic, lacto ovo vegetarian, primal, whole 30, vegan",152.42,1.25,14.34,6.48,2.23,4.17,0.72,255.05,0.0,https://spoonacular.com/recipes/Roasted-red-peppers-and-tomatoes-salad-658655
Potato & Leek Soup with Roasted Beets,snack,"gluten free, dairy free",434.43,10.24,15.38,67.69,10.95,16.32,5.19,1503.54,6.27,https://spoonacular.com/recipes/Potato-&-Leek-Soup-with-Roasted-Beets-1096323
Mango Kiwi Salsa,snack,"gluten free, dairy free, paleolithic, lacto ovo vegetarian, primal, whole 30, vegan",80.0,2.01,0.63,19.31,3.87,13.95,0.63,201.48,0.0,https://spoonacular.com/recipes/Mango-Kiwi-Salsa-650798
Middle Eastern Stuffed Lentil Zatar Bread,snack,dairy free,306.34,10.45,2.48,59.76,5.31,0.9,4.98,339.08,0.0,https://spoonacular.com/recipes/Middle-Eastern-Stuffed-Lentil-Zatar-Bread-651832
"Mint, Fennel and Garlic Naan",snack,lacto ovo vegetarian,221.34,8.97,4.45,36.58,3.39,4.57,2.32,223.7,8.05,"https://spoonacular.com/recipes/Mint,-Fennel-and-Garlic-Naan-652026"
Rice Stuffed Bell Peppers (Zeytinyagli Biber Dolmasi),snack,"gluten free, dairy free, lacto ovo vegetarian, vegan",173.56,4.1,3.64,33.64,5.58,11.16,1.28,1419.04,0.0,https://spoonacular.com/recipes/Rice-Stuffed-Bell-Peppers-(Zeytinyagli-Biber-Dolmasi)-658287
Loaded Paleo Nachos With Fresh Salsa & Guacamole,snack,"gluten free, dairy free, paleolithic, primal, whole 30",873.86,30.47,49.29,86.63,20.85,24.46,8.64,544.22,80.51,https://spoonacular.com/recipes/Loaded-Paleo-Nachos-With-Fresh-Salsa-&-Guacamole-1095842
Leek and Black Olives Stew,snack,"gluten free, dairy free, lacto ovo vegetarian, vegan",176.29,3.31,5.5,27.76,4.33,7.97,4.37,709.17,0.0,https://spoonacular.com/recipes/Leek-and-Black-Olives-Stew-649426
Eggplant Parmesan Roll-Ups,snack,unknown,670.23,20.63,44.78,49.7,7.28,9.65,2.07,290.73,40.12,https://spoonacular.com/recipes/Eggplant-Parmesan-Roll-Ups-642297
Guacamole,snack,"gluten free, dairy free, paleolithic, lacto ovo vegetarian, primal, whole 30, vegan",166.54,2.19,14.82,10.02,7.2,1.12,0.79,298.71,0.0,https://spoonacular.com/recipes/Guacamole-645988
Mexi-Chicken Roll Ups,snack,gluten free,524.74,55.14,22.95,22.39,1.91,2.26,2.02,647.01,176.34,https://spoonacular.com/recipes/Mexi-Chicken-Roll-Ups-651546
Pear and Pesto Crostini,snack,unknown,452.05,12.17,25.74,46.15,4.0,9.39,4.0,697.03,8.67,https://spoonacular.com/recipes/Pear-and-Pesto-Crostini-655400
